,Unnamed: 0,Unnamed: 0.1,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
0,0,0,11.87,11.87,11.87,11.87,2016-10-17T14:02:50.4630000Z,2016-10-17T14:02:50.4630000Z,2016-10-17T14:03:00.0000000Z,2016-10-17T14:02:00.0000000Z,1,0.024058
1,1,1,11.87,11.87,11.87,11.87,2016-10-17T14:04:13.5750000Z,2016-10-17T14:04:13.5750000Z,2016-10-17T14:05:00.0000000Z,2016-10-17T14:04:00.0000000Z,1,0.021876
2,2,2,11.87,11.87,11.87,11.87,2016-10-17T14:07:05.8440000Z,2016-10-17T14:07:05.8440000Z,2016-10-17T14:08:00.0000000Z,2016-10-17T14:07:00.0000000Z,1,0.3449449
3,3,3,11.87,11.87,11.87,11.87,2016-10-17T14:16:23.5360000Z,2016-10-17T14:16:23.5360000Z,2016-10-17T14:17:00.0000000Z,2016-10-17T14:16:00.0000000Z,1,4.21229991
4,4,4,11.9,11.9,11.9,11.9,2016-10-17T14:25:54.9980000Z,2016-10-17T14:25:54.9980000Z,2016-10-17T14:26:00.0000000Z,2016-10-17T14:25:00.0000000Z,1,6.737783
5,5,5,11.9,11.9,11.9,11.9,2016-10-17T14:44:56.9960000Z,2016-10-17T14:44:13.1360000Z,2016-10-17T14:45:00.0000000Z,2016-10-17T14:44:00.0000000Z,2,4.3125
6,6,6,11.85983,11.9,11.85972,11.9,2016-10-17T14:45:45.2420000Z,2016-10-17T14:45:07.5790000Z,2016-10-17T14:46:00.0000000Z,2016-10-17T14:45:00.0000000Z,3,1.579
7,7,7,11.88,11.88,11.88,11.88,2016-10-17T14:47:31.3790000Z,2016-10-17T14:47:31.3790000Z,2016-10-17T14:48:00.0000000Z,2016-10-17T14:47:00.0000000Z,1,47.4871
8,8,8,11.88,11.88,11.88,11.88,2016-10-17T14:48:25.8540000Z,2016-10-17T14:48:25.8540000Z,2016-10-17T14:49:00.0000000Z,2016-10-17T14:48:00.0000000Z,1,3.38702739
9,9,9,11.88,11.88,11.88,11.88,2016-10-17T14:53:38.9350000Z,2016-10-17T14:53:38.9350000Z,2016-10-17T14:54:00.0000000Z,2016-10-17T14:53:00.0000000Z,1,47.4866
10,10,10,11.88,11.88,11.88,11.88,2016-10-17T14:54:42.6050000Z,2016-10-17T14:54:18.8870000Z,2016-10-17T14:55:00.0000000Z,2016-10-17T14:54:00.0000000Z,2,94.9681
11,11,11,11.88,11.88,11.88,11.88,2016-10-17T14:57:06.5570000Z,2016-10-17T14:57:06.5570000Z,2016-10-17T14:58:00.0000000Z,2016-10-17T14:57:00.0000000Z,1,0.54
12,12,12,11.88,11.88,11.88,11.88,2016-10-17T14:59:56.7400000Z,2016-10-17T14:59:47.0140000Z,2016-10-17T15:00:00.0000000Z,2016-10-17T14:59:00.0000000Z,5,69.82691363
13,13,13,11.88,11.88,11.88,11.88,2016-10-17T15:00:43.0220000Z,2016-10-17T15:00:43.0220000Z,2016-10-17T15:01:00.0000000Z,2016-10-17T15:00:00.0000000Z,1,8.95680578
14,14,14,11.88,11.88,11.88,11.88,2016-10-17T15:02:38.9480000Z,2016-10-17T15:02:38.9480000Z,2016-10-17T15:03:00.0000000Z,2016-10-17T15:02:00.0000000Z,1,0.069992
15,15,15,11.88,11.88,11.88,11.88,2016-10-17T15:03:18.8320000Z,2016-10-17T15:03:01.0160000Z,2016-10-17T15:04:00.0000000Z,2016-10-17T15:03:00.0000000Z,3,0.089462
16,16,16,11.88,11.88,11.88,11.88,2016-10-17T15:19:51.8820000Z,2016-10-17T15:19:25.9770000Z,2016-10-17T15:20:00.0000000Z,2016-10-17T15:19:00.0000000Z,5,181.12305186
17,17,17,11.88,11.88,11.88,11.88,2016-10-17T15:20:33.5390000Z,2016-10-17T15:20:02.7530000Z,2016-10-17T15:21:00.0000000Z,2016-10-17T15:20:00.0000000Z,4,96.06494734
18,18,18,11.9,11.9,11.9,11.9,2016-10-17T15:23:34.8380000Z,2016-10-17T15:23:26.7340000Z,2016-10-17T15:24:00.0000000Z,2016-10-17T15:23:00.0000000Z,2,1.964928
19,19,19,11.88,11.88,11.88,11.88,2016-10-17T15:24:50.2380000Z,2016-10-17T15:24:44.5890000Z,2016-10-17T15:25:00.0000000Z,2016-10-17T15:24:00.0000000Z,2,47.993
20,20,20,11.88,11.88,11.88,11.88,2016-10-17T15:25:10.8000000Z,2016-10-17T15:25:02.0390000Z,2016-10-17T15:26:00.0000000Z,2016-10-17T15:25:00.0000000Z,3,70.91697234
21,21,21,11.88,11.88,11.88,11.88,2016-10-17T15:28:14.0800000Z,2016-10-17T15:28:11.7210000Z,2016-10-17T15:29:00.0000000Z,2016-10-17T15:28:00.0000000Z,2,381.09002766
22,22,22,11.9,11.9,11.9,11.9,2016-10-17T15:29:50.9520000Z,2016-10-17T15:29:50.9520000Z,2016-10-17T15:30:00.0000000Z,2016-10-17T15:29:00.0000000Z,1,0.101749
23,23,23,11.89,11.89,11.89,11.89,2016-10-17T15:33:15.6590000Z,2016-10-17T15:33:15.6590000Z,2016-10-17T15:34:00.0000000Z,2016-10-17T15:33:00.0000000Z,1,2.3743
24,24,24,11.87752,11.87752,11.87752,11.87752,2016-10-17T15:34:39.8480000Z,2016-10-17T15:34:39.8480000Z,2016-10-17T15:35:00.0000000Z,2016-10-17T15:34:00.0000000Z,1,4.46735
25,25,25,11.8895,11.8895,11.8895,11.8895,2016-10-17T15:52:20.0750000Z,2016-10-17T15:52:20.0750000Z,2016-10-17T15:53:00.0000000Z,2016-10-17T15:52:00.0000000Z,1,0.030217
26,26,26,11.89478,11.89478,11.89,11.89,2016-10-17T16:06:48.8470000Z,2016-10-17T16:06:47.1680000Z,2016-10-17T16:07:00.0000000Z,2016-10-17T16:06:00.0000000Z,2,750.0
27,27,27,11.9,11.9,11.9,11.9,2016-10-17T16:09:16.7650000Z,2016-10-17T16:09:16.7650000Z,2016-10-17T16:10:00.0000000Z,2016-10-17T16:09:00.0000000Z,1,750.0
28,28,28,11.9,11.9,11.9,11.9,2016-10-17T16:11:50.8750000Z,2016-10-17T16:11:43.2640000Z,2016-10-17T16:12:00.0000000Z,2016-10-17T16:11:00.0000000Z,2,2.72265115
29,29,29,11.9063,11.9063,11.9,11.9,2016-10-17T16:12:47.0850000Z,2016-10-17T16:12:07.9460000Z,2016-10-17T16:13:00.0000000Z,2016-10-17T16:12:00.0000000Z,4,62.53320066
30,30,30,11.95469,11.95469,11.95469,11.95469,2016-10-17T16:29:49.1570000Z,2016-10-17T16:29:49.1570000Z,2016-10-17T16:30:00.0000000Z,2016-10-17T16:29:00.0000000Z,1,42.6677696
31,31,31,11.95898,11.95899,11.95898,11.95899,2016-10-17T16:47:50.7800000Z,2016-10-17T16:47:20.5970000Z,2016-10-17T16:48:00.0000000Z,2016-10-17T16:47:00.0000000Z,2,220.17452593
32,32,32,11.95895,11.95896,11.95895,11.95896,2016-10-17T16:48:39.8950000Z,2016-10-17T16:48:09.5290000Z,2016-10-17T16:49:00.0000000Z,2016-10-17T16:48:00.0000000Z,4,339.474592
33,33,33,11.96,11.96,11.96,11.96,2016-10-17T16:49:51.2350000Z,2016-10-17T16:49:40.6320000Z,2016-10-17T16:50:00.0000000Z,2016-10-17T16:49:00.0000000Z,3,252.882121
34,34,34,11.96,11.96,11.96,11.96,2016-10-17T16:51:56.7660000Z,2016-10-17T16:51:30.4930000Z,2016-10-17T16:52:00.0000000Z,2016-10-17T16:51:00.0000000Z,5,229.299592
35,35,35,11.96,11.96,11.96,11.96,2016-10-17T16:52:20.8040000Z,2016-10-17T16:52:14.2400000Z,2016-10-17T16:53:00.0000000Z,2016-10-17T16:52:00.0000000Z,4,251.14913786
36,36,36,12.0,12.0,12.0,12.0,2016-10-17T16:56:20.2600000Z,2016-10-17T16:56:20.2600000Z,2016-10-17T16:57:00.0000000Z,2016-10-17T16:56:00.0000000Z,1,0.52
37,37,37,12.0,12.0,12.0,12.0,2016-10-17T16:57:32.6600000Z,2016-10-17T16:57:32.6600000Z,2016-10-17T16:58:00.0000000Z,2016-10-17T16:57:00.0000000Z,1,0.229162
38,38,38,12.0,12.0,12.0,12.0,2016-10-17T16:58:14.5850000Z,2016-10-17T16:58:14.5850000Z,2016-10-17T16:59:00.0000000Z,2016-10-17T16:58:00.0000000Z,1,0.021857
39,39,39,11.9909,11.9909,11.9909,11.9909,2016-10-17T17:15:46.1290000Z,2016-10-17T17:15:46.1290000Z,2016-10-17T17:16:00.0000000Z,2016-10-17T17:15:00.0000000Z,1,0.050808
40,40,40,11.97,11.97,11.97,11.97,2016-10-17T17:24:52.3910000Z,2016-10-17T17:24:52.3910000Z,2016-10-17T17:25:00.0000000Z,2016-10-17T17:24:00.0000000Z,1,2.376792
41,41,41,11.97,11.97,11.97,11.97,2016-10-17T17:26:47.9090000Z,2016-10-17T17:26:18.6950000Z,2016-10-17T17:27:00.0000000Z,2016-10-17T17:26:00.0000000Z,2,0.520123
42,42,42,11.97,11.97,11.97,11.97,2016-10-17T17:28:52.9000000Z,2016-10-17T17:28:52.9000000Z,2016-10-17T17:29:00.0000000Z,2016-10-17T17:28:00.0000000Z,1,162.33751
43,43,43,11.97,11.97,11.97,11.97,2016-10-17T17:29:47.3860000Z,2016-10-17T17:29:06.5640000Z,2016-10-17T17:30:00.0000000Z,2016-10-17T17:29:00.0000000Z,2,0.860239
44,44,44,11.97,11.97,11.97,11.97,2016-10-17T17:30:59.9210000Z,2016-10-17T17:30:59.9210000Z,2016-10-17T17:31:00.0000000Z,2016-10-17T17:30:00.0000000Z,1,42.12138579
45,45,45,11.97,11.97,11.97,11.97,2016-10-17T17:34:37.8270000Z,2016-10-17T17:34:37.8270000Z,2016-10-17T17:35:00.0000000Z,2016-10-17T17:34:00.0000000Z,1,0.735073
46,46,46,11.97,11.97,11.97,11.97,2016-10-17T17:40:32.2770000Z,2016-10-17T17:40:32.2770000Z,2016-10-17T17:41:00.0000000Z,2016-10-17T17:40:00.0000000Z,1,0.1963964
47,47,47,11.97,11.97,11.97,11.97,2016-10-17T17:41:27.0620000Z,2016-10-17T17:41:23.4760000Z,2016-10-17T17:42:00.0000000Z,2016-10-17T17:41:00.0000000Z,2,51.394241
48,48,48,11.97,11.97,11.97,11.97,2016-10-17T17:42:13.8730000Z,2016-10-17T17:42:13.8730000Z,2016-10-17T17:43:00.0000000Z,2016-10-17T17:42:00.0000000Z,1,1.339
49,49,49,11.97,11.97,11.97,11.97,2016-10-17T17:44:22.3580000Z,2016-10-17T17:44:22.3580000Z,2016-10-17T17:45:00.0000000Z,2016-10-17T17:44:00.0000000Z,1,6.7161
50,50,50,11.96456,11.96456,11.96456,11.96456,2016-10-17T17:45:13.4740000Z,2016-10-17T17:45:13.4740000Z,2016-10-17T17:46:00.0000000Z,2016-10-17T17:45:00.0000000Z,1,7.86440138
51,51,51,11.97,11.97,11.97,11.97,2016-10-17T17:47:31.7850000Z,2016-10-17T17:47:31.7850000Z,2016-10-17T17:48:00.0000000Z,2016-10-17T17:47:00.0000000Z,1,46.56152593
52,52,52,11.97,11.97,11.97,11.97,2016-10-17T17:48:20.3800000Z,2016-10-17T17:48:20.3800000Z,2016-10-17T17:49:00.0000000Z,2016-10-17T17:48:00.0000000Z,1,43.04304304
53,53,53,11.97,11.97,11.97,11.97,2016-10-17T17:49:12.8360000Z,2016-10-17T17:49:12.8360000Z,2016-10-17T17:50:00.0000000Z,2016-10-17T17:49:00.0000000Z,1,0.022834
54,54,54,11.97,11.97,11.97,11.97,2016-10-17T17:52:34.7240000Z,2016-10-17T17:52:34.7240000Z,2016-10-17T17:53:00.0000000Z,2016-10-17T17:52:00.0000000Z,1,42.4747
55,55,55,11.97,11.97,11.97,11.97,2016-10-17T17:58:25.4470000Z,2016-10-17T17:58:25.4470000Z,2016-10-17T17:59:00.0000000Z,2016-10-17T17:58:00.0000000Z,1,0.52
56,56,56,11.97,11.97,11.97,11.97,2016-10-17T17:59:33.9130000Z,2016-10-17T17:59:25.8450000Z,2016-10-17T18:00:00.0000000Z,2016-10-17T17:59:00.0000000Z,2,15.943254
57,57,57,11.97,11.97,11.97,11.97,2016-10-17T18:00:53.8720000Z,2016-10-17T18:00:53.8720000Z,2016-10-17T18:01:00.0000000Z,2016-10-17T18:00:00.0000000Z,1,2.6683
58,58,58,11.97,11.97,11.97,11.97,2016-10-17T18:02:09.8100000Z,2016-10-17T18:02:00.8130000Z,2016-10-17T18:03:00.0000000Z,2016-10-17T18:02:00.0000000Z,2,0.5333640000000001
59,59,59,11.97,11.97,11.97,11.97,2016-10-17T18:04:13.0240000Z,2016-10-17T18:04:13.0240000Z,2016-10-17T18:05:00.0000000Z,2016-10-17T18:04:00.0000000Z,1,0.013524
60,60,60,11.97,11.97,11.97,11.97,2016-10-17T18:05:46.8280000Z,2016-10-17T18:05:06.3050000Z,2016-10-17T18:06:00.0000000Z,2016-10-17T18:05:00.0000000Z,3,1.56
61,61,61,11.97,11.97,11.97,11.97,2016-10-17T18:06:29.7670000Z,2016-10-17T18:06:03.6180000Z,2016-10-17T18:07:00.0000000Z,2016-10-17T18:06:00.0000000Z,2,1.04
62,62,62,11.97,11.97,11.97,11.97,2016-10-17T18:07:00.7040000Z,2016-10-17T18:07:00.7040000Z,2016-10-17T18:08:00.0000000Z,2016-10-17T18:07:00.0000000Z,1,0.028555
63,63,63,11.97,11.97,11.97,11.97,2016-10-17T18:14:19.1410000Z,2016-10-17T18:14:17.1230000Z,2016-10-17T18:15:00.0000000Z,2016-10-17T18:14:00.0000000Z,2,107.31984386
64,64,64,11.97,11.97,11.97,11.97,2016-10-17T18:23:56.9750000Z,2016-10-17T18:23:56.9750000Z,2016-10-17T18:24:00.0000000Z,2016-10-17T18:23:00.0000000Z,1,81.084
65,65,65,11.97,11.97,11.97,11.97,2016-10-17T18:24:45.6340000Z,2016-10-17T18:24:04.8880000Z,2016-10-17T18:25:00.0000000Z,2016-10-17T18:24:00.0000000Z,3,5.3172
66,66,66,11.97,11.97,11.97,11.97,2016-10-17T18:25:07.5730000Z,2016-10-17T18:25:06.7120000Z,2016-10-17T18:26:00.0000000Z,2016-10-17T18:25:00.0000000Z,2,3.505527
67,67,67,11.97,11.97,11.97,11.97,2016-10-17T18:28:51.0700000Z,2016-10-17T18:28:02.9340000Z,2016-10-17T18:29:00.0000000Z,2016-10-17T18:28:00.0000000Z,2,46.56162593
68,68,68,11.97,11.97,11.97,11.97,2016-10-17T18:29:30.2780000Z,2016-10-17T18:29:15.0660000Z,2016-10-17T18:30:00.0000000Z,2016-10-17T18:29:00.0000000Z,3,7.4668
69,69,69,11.97,11.97,11.97,11.97,2016-10-17T18:32:45.7590000Z,2016-10-17T18:32:45.7590000Z,2016-10-17T18:33:00.0000000Z,2016-10-17T18:32:00.0000000Z,1,0.52
70,70,70,11.97,11.97,11.97,11.97,2016-10-17T18:33:26.5880000Z,2016-10-17T18:33:00.7160000Z,2016-10-17T18:34:00.0000000Z,2016-10-17T18:33:00.0000000Z,4,47.79748093
71,71,71,11.97,11.97,11.97,11.97,2016-10-17T18:34:28.9540000Z,2016-10-17T18:34:04.9980000Z,2016-10-17T18:35:00.0000000Z,2016-10-17T18:34:00.0000000Z,2,1.04
72,72,72,11.97,11.97,11.97,11.97,2016-10-17T18:36:27.3320000Z,2016-10-17T18:36:27.3320000Z,2016-10-17T18:37:00.0000000Z,2016-10-17T18:36:00.0000000Z,1,0.52
73,73,73,11.97,11.97,11.97,11.97,2016-10-17T18:38:25.9490000Z,2016-10-17T18:38:25.9490000Z,2016-10-17T18:39:00.0000000Z,2016-10-17T18:38:00.0000000Z,1,0.08983834
74,74,74,11.97,11.97,11.97,11.97,2016-10-17T18:43:55.7660000Z,2016-10-17T18:43:55.7660000Z,2016-10-17T18:44:00.0000000Z,2016-10-17T18:43:00.0000000Z,1,0.565956
75,75,75,11.97,11.97,11.97,11.97,2016-10-17T18:46:28.2690000Z,2016-10-17T18:46:28.2690000Z,2016-10-17T18:47:00.0000000Z,2016-10-17T18:46:00.0000000Z,1,0.52
76,76,76,11.97,11.97,11.97,11.97,2016-10-17T18:48:53.8900000Z,2016-10-17T18:48:13.0300000Z,2016-10-17T18:49:00.0000000Z,2016-10-17T18:48:00.0000000Z,2,1.04
77,77,77,11.97,11.97,11.97,11.97,2016-10-17T18:49:32.5390000Z,2016-10-17T18:49:14.6590000Z,2016-10-17T18:50:00.0000000Z,2016-10-17T18:49:00.0000000Z,2,1.04
78,78,78,11.97,11.97,11.97,11.97,2016-10-17T18:50:33.6290000Z,2016-10-17T18:50:13.6650000Z,2016-10-17T18:51:00.0000000Z,2016-10-17T18:50:00.0000000Z,2,1.04
79,79,79,11.97,11.97,11.97,11.97,2016-10-17T18:51:15.3900000Z,2016-10-17T18:51:15.3900000Z,2016-10-17T18:52:00.0000000Z,2016-10-17T18:51:00.0000000Z,1,0.52
80,80,80,11.97,11.97,11.97,11.97,2016-10-17T18:54:42.7790000Z,2016-10-17T18:54:39.6560000Z,2016-10-17T18:55:00.0000000Z,2016-10-17T18:54:00.0000000Z,2,55.37602047
81,81,81,11.97,11.97,11.97,11.97,2016-10-17T18:56:39.0420000Z,2016-10-17T18:56:26.8010000Z,2016-10-17T18:57:00.0000000Z,2016-10-17T18:56:00.0000000Z,2,83.25982589
82,82,82,11.97,11.97,11.97,11.97,2016-10-17T18:57:20.5580000Z,2016-10-17T18:57:20.5580000Z,2016-10-17T18:58:00.0000000Z,2016-10-17T18:57:00.0000000Z,1,0.027784
83,83,83,11.9695,11.9695,11.9695,11.9695,2016-10-17T19:08:15.0480000Z,2016-10-17T19:08:15.0480000Z,2016-10-17T19:09:00.0000000Z,2016-10-17T19:08:00.0000000Z,1,0.02185
84,84,84,11.9695,11.9695,11.9695,11.9695,2016-10-17T19:11:49.5830000Z,2016-10-17T19:11:49.5830000Z,2016-10-17T19:12:00.0000000Z,2016-10-17T19:11:00.0000000Z,1,0.01091091
85,85,85,11.96,11.96,11.96,11.96,2016-10-17T19:20:42.3700000Z,2016-10-17T19:20:21.0290000Z,2016-10-17T19:21:00.0000000Z,2016-10-17T19:20:00.0000000Z,6,272.59824542
86,86,86,11.96,11.96,11.96,11.96,2016-10-17T19:22:26.9220000Z,2016-10-17T19:22:19.4750000Z,2016-10-17T19:23:00.0000000Z,2016-10-17T19:22:00.0000000Z,14,327.40175458
87,87,87,11.97,11.97,11.97,11.97,2016-10-17T19:23:03.8680000Z,2016-10-17T19:23:03.8680000Z,2016-10-17T19:24:00.0000000Z,2016-10-17T19:23:00.0000000Z,1,152.086984
88,88,88,11.96,11.97,11.96,11.97,2016-10-17T19:24:59.7220000Z,2016-10-17T19:24:03.9300000Z,2016-10-17T19:25:00.0000000Z,2016-10-17T19:24:00.0000000Z,6,277.3845671
89,89,89,11.96,11.96,11.96,11.96,2016-10-17T19:25:48.7770000Z,2016-10-17T19:25:01.0750000Z,2016-10-17T19:26:00.0000000Z,2016-10-17T19:25:00.0000000Z,8,61.43498
90,90,90,11.96,11.96,11.96,11.96,2016-10-17T19:26:19.9800000Z,2016-10-17T19:26:01.0410000Z,2016-10-17T19:27:00.0000000Z,2016-10-17T19:26:00.0000000Z,3,8.081541
91,91,91,11.96,11.96,11.96,11.96,2016-10-17T19:27:49.7640000Z,2016-10-17T19:27:05.4110000Z,2016-10-17T19:28:00.0000000Z,2016-10-17T19:27:00.0000000Z,4,83.68418504
92,92,92,11.96,11.96,11.96,11.96,2016-10-17T19:28:24.0130000Z,2016-10-17T19:28:02.5660000Z,2016-10-17T19:29:00.0000000Z,2016-10-17T19:28:00.0000000Z,4,208.57155583
93,93,93,11.97,11.97,11.97,11.97,2016-10-17T19:31:57.8610000Z,2016-10-17T19:31:13.7900000Z,2016-10-17T19:32:00.0000000Z,2016-10-17T19:31:00.0000000Z,7,335.83887828
94,94,94,11.97,11.97,11.97,11.97,2016-10-17T19:32:45.0530000Z,2016-10-17T19:32:14.4990000Z,2016-10-17T19:33:00.0000000Z,2016-10-17T19:32:00.0000000Z,11,430.44944617
95,95,95,12.0,12.0,12.0,12.0,2016-10-17T19:34:29.7020000Z,2016-10-17T19:34:29.7020000Z,2016-10-17T19:35:00.0000000Z,2016-10-17T19:34:00.0000000Z,1,0.07320700000000001
96,96,96,11.99181,11.99181,11.99181,11.99181,2016-10-17T19:39:43.0240000Z,2016-10-17T19:39:43.0240000Z,2016-10-17T19:40:00.0000000Z,2016-10-17T19:39:00.0000000Z,1,100.0
97,97,97,11.9995,11.9995,11.98665,11.98665,2016-10-17T19:41:34.0520000Z,2016-10-17T19:41:29.9270000Z,2016-10-17T19:42:00.0000000Z,2016-10-17T19:41:00.0000000Z,2,19.021851
98,98,98,12.0,12.0,12.0,12.0,2016-10-17T19:54:46.0550000Z,2016-10-17T19:54:28.2980000Z,2016-10-17T19:55:00.0000000Z,2016-10-17T19:54:00.0000000Z,5,30.687051
99,99,99,12.0,12.0,12.0,12.0,2016-10-17T19:55:11.5880000Z,2016-10-17T19:55:11.5880000Z,2016-10-17T19:56:00.0000000Z,2016-10-17T19:55:00.0000000Z,1,6.26362945
